academic_confidence,ambiguity_flag,career_priorities,constraints,curriculum_type,dataset_version,expected_prodi,free_text_goal_keywords,interest_deep_dive,interests,prodi_to_avoid,quality_flag,sample_id,score_advanced_math,score_anthropology,score_arts,score_bahasa,score_biology,score_chemistry,score_civics,score_economics,score_english,score_foreign_language,score_geography,score_history,score_indonesian,score_informatics,score_kesehatan,score_math,score_olahraga,score_paling_banyak_1_mata_pelajaran_pendukung_yang_relevan_dengan_program_studi_kependidikannya,score_pattern,score_pendidikan_jasmani,score_physics,score_pjok,score_religion,score_sastra_inggris,score_sociology,sma_track,source_type,target_cluster,target_kelompok_prodi,target_prodi,target_prodi_id,work_style
balanced,False,high salary potential|remote/digital work,practical/project-heavy,K13 IPA,apti_dataset_v2,,Software Engineer Backend Developer,engineering|hands_on|tech_software|technology_digital,Engineering|Technology,none,standard,S04024,92,75,83,,,,83,78,84,100,,77,75,94,,95,,,several strong subjects,,,85,75,,94,Merdeka,synthetic_v2,Ilmu Terapan,Informatika Medis atau Informatika Kesehatan,Informatika Kesehatan,P0458,independent
social/human,False,stable career|public service,balanced,Kurikulum Merdeka,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,focused_average,S04025,63,,76,,77,86,74,64,86,82,62,88,72,81,,75,,,several strong subjects,,93,71,77,,66,Bahasa,synthetic_v2,Ilmu Terapan,Studi Humanitas,Bimbingan dan Konseling Islam,P0488,teamwork
science/lab,False,stable career|public service,practical/project-heavy,K13 IPS,apti_dataset_v2,,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,standard,S04026,68,79,76,,94,87,69,76,75,65,72,75,74,84,,87,,,several strong subjects,,92,82,60,,83,Bahasa,synthetic_v2,Ilmu Alam,Biologi,Biologi Terapan,P0104,research-focused
balanced,False,public service|remote/digital work,lab-heavy,K13 IPA,apti_dataset_v2,Animasi Digital,Designer Creative Director,creative_design|engineering|hands_on|technology_digital|visual_design,Design|Engineering|Technology,none,standard,S04027,,83,87,,,84,68,71,66,75,72,,81,79,,94,,,several strong subjects,,64,82,83,,77,Bahasa,synthetic_v2,Ilmu Terapan,Desain,Animasi Digital,P0188,independent
language/writing,False,helping people|stable career,lab-heavy,K13 IPA,apti_dataset_v2,,Teacher Curriculum Developer,communication_media|creative_design|education_teaching|helping_people|language_culture,Design|Education|Language|Media,none,standard,S04028,89,84,80,,93,82,77,75,100,82,79,94,97,75,,84,,,several strong subjects,,,87,80,,93,Bahasa,synthetic_v2,Humaniora,Linguistik,Pendidikan Bahasa Inggris,P0035,lab work
creative/art,True,research/innovation|remote/digital work,lab-heavy,K13 IPS,apti_dataset_v2,,Data Analyst Quantitative Analyst,data_ai|numbers_logic|technology_digital,Design|Technology,none,standard,S04029,,,82,,84,69,74,,93,83,94,,70,87,,94,,,balanced,,,75,74,,,Bahasa,synthetic_v2,Ilmu Formal,Logika,Logika,P0138,field work
science/lab,False,public service|research/innovation,field-heavy,Kurikulum Merdeka,apti_dataset_v2,,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,focused_average,S04030,81,79,81,,87,,82,75,70,,77,,84,,,77,,,several strong subjects,,66,82,77,,,IPA,synthetic_v2,Ilmu Alam,Biologi,Biologi Molekuler,P0106,field work
language/writing,False,high salary potential|helping people,theory-heavy,K13 Bahasa,apti_dataset_v2,Kedokteran Hewan,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S04031,85,87,76,,89,100,78,78,85,78,87,88,79,,,86,,,several strong subjects,,75,64,100,,88,Merdeka,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Veteriner,Kedokteran Hewan,P0349,field work
social/human,True,research/innovation|stable career,field-heavy,K13 Bahasa,apti_dataset_v2,,Researcher Writer,communication_media|creative_design|language_culture,Business|Design|Language|Media,none,standard,S04032,,,97,,77,79,84,85,74,71,78,69,75,,,81,,,balanced,,80,100,95,,81,Merdeka,synthetic_v2,Humaniora,Seni,Film,P0013,independent
science/lab,False,helping people|public service,practical/project-heavy,K13 IPS,apti_dataset_v2,,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,standard,S04033,100,78,91,,91,71,90,67,92,78,77,76,72,81,,82,,,several strong subjects,,76,78,75,,75,IPS,synthetic_v2,Ilmu Alam,Ilmu atau Sains Kelautan,Ilmu Kelautan,P0099,field work
creative/art,False,remote/digital work|stable career,practical/project-heavy,K13 IPA,apti_dataset_v2,,Teacher Curriculum Developer,education_teaching|engineering|hands_on|helping_people|technology_digital,Education|Engineering|Technology,none,balanced_high,S04034,88,87,78,,86,90,71,80,83,86,84,75,96,88,,98,,98,several strong subjects,,,85,69,,85,Bahasa,synthetic_v2,Ilmu Terapan,Pendidikan,Pendidikan Agama Katolik,P0276,lab work
numbers/calculation,False,high salary potential|research/innovation,field-heavy,K13 IPS,apti_dataset_v2,Epidemiologi,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,focused_average,S04035,87,56,75,,,69,82,57,66,93,66,68,66,74,,79,,,several strong subjects,,66,74,77,,86,IPA,synthetic_v2,Ilmu Terapan,Kesehatan Masyarakat,Epidemiologi,P0361,research-focused
science/lab,False,stable career|research/innovation,balanced,Kurikulum Merdeka,apti_dataset_v2,Oseanografi,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,focused_average,S04036,80,79,58,,94,64,84,71,76,60,74,78,62,80,,70,,,several strong subjects,,85,78,75,,80,IPA,synthetic_v2,Ilmu Alam,Ilmu atau Sains Kelautan,Oseanografi,P0100,teamwork
balanced,False,public service|research/innovation,practical/project-heavy,K13 IPA,apti_dataset_v2,,Data Scientist Data Analyst,business_finance|engineering|hands_on|tech_ai_data|technology_digital,Business|Data / AI|Engineering|Technology,none,standard,S04037,77,68,63,,64,84,77,69,76,74,66,73,70,81,,83,,,several strong subjects,,,72,52,,79,Bahasa,synthetic_v2,Ilmu Terapan,Sains Data,Sains Data,P0472,field work
language/writing,False,public service|helping people,field-heavy,K13 Bahasa,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,balanced_high,S04038,85,95,96,,100,91,91,91,96,84,84,93,76,89,,91,,,several strong subjects,,80,93,100,,,Bahasa,synthetic_v2,Ilmu Terapan,"Konservasi Biologi, Konservasi Hewan Liar, Konservasi Hutan, Konservasi Sumber Daya Alam",Konservasi Hewan Liar,P0462,research-focused
social/human,False,research/innovation|high salary potential,field-heavy,Kurikulum Merdeka,apti_dataset_v2,,Teacher Curriculum Developer,education_teaching|engineering|hands_on|helping_people|technology_digital,Education|Engineering|Technology,none,standard,S04039,77,80,86,,,81,80,77,89,95,88,91,78,89,67,63,91,,several strong subjects,71,,79,72,,85,Merdeka,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Keolahragaan,Pendidikan Jasmani Kesehatan dan Rekreasi,P0410,research-focused
science/lab,False,stable career|helping people,lab-heavy,Kurikulum Merdeka,apti_dataset_v2,,Designer Creative Director,creative_design|engineering|hands_on|technology_digital|visual_design,Design|Engineering|Technology,none,standard,S04040,70,62,86,,69,71,69,,61,64,76,74,64,55,,74,,,several strong subjects,,73,65,66,,69,Merdeka,synthetic_v2,Ilmu Terapan,Desain,Desain Grafis,P0185,field work
numbers/calculation,False,stable career|high salary potential,theory-heavy,K13 Bahasa,apti_dataset_v2,Filsafat Keilahian,Researcher Writer,communication_media|creative_design|language_culture,Design|Language|Media,none,standard,S04041,,95,96,,,77,93,74,88,66,80,76,82,84,,81,,,several strong subjects,,,94,100,,87,Merdeka,synthetic_v2,Humaniora,Filsafat,Filsafat Keilahian,P0055,independent
numbers/calculation,False,helping people|stable career,lab-heavy,K13 IPA,apti_dataset_v2,Fisika Medis,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Environment|Health,none,standard,S04042,85,88,72,,78,78,75,82,80,76,,,78,75,,79,,,several strong subjects,,,87,79,,,Bahasa,synthetic_v2,Ilmu Alam,Fisika,Fisika Medis,P0115,field work
social/human,True,high salary potential|research/innovation,lab-heavy,K13 IPA,apti_dataset_v2,,Research Assistant Lab Analyst,environment_field|health_life_science|research_analysis,Business|Design|Environment|Health,none,standard,S04043,73,72,74,,79,88,59,68,58,,70,73,73,81,,68,,,balanced,,79,75,61,,70,IPS,synthetic_v2,Ilmu Alam,Kimia,Kimia Terapan,P0085,lab work
language/writing,False,high salary potential|public service,lab-heavy,K13 Bahasa,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S04044,78,93,97,,92,97,90,78,86,87,88,74,81,,,78,,,several strong subjects,,84,73,80,,100,Bahasa,synthetic_v2,Ilmu Terapan,Ilmu dan Sains Pertanian,Proteksi Tanaman,P0154,lab work
social/human,True,public service|stable career,practical/project-heavy,K13 Bahasa,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Design|Engineering|Social|Technology,none,standard,S04045,64,,67,,,72,63,76,76,,68,,81,70,,75,,,balanced,,76,63,74,,72,IPA,synthetic_v2,Ilmu Terapan,"Konservasi Biologi, Konservasi Hewan Liar, Konservasi Hutan, Konservasi Sumber Daya Alam",Konservasi Biologi,P0461,field work
social/human,False,stable career|helping people,field-heavy,Kurikulum Merdeka,apti_dataset_v2,,Analyst Public Officer,communication_media|education|social_law_public,Media,none,standard,S04046,82,86,81,,81,77,86,95,80,100,87,71,78,,,89,,,several strong subjects,,71,85,93,,63,IPA,synthetic_v2,Ilmu Sosial,Ekonomi,Ekonomi Pembangunan,P0067,independent
social/human,True,public service|remote/digital work,theory-heavy,K13 IPA,apti_dataset_v2,,Researcher Writer,communication_media|creative_design|language_culture,Design|Education|Language|Media|Social,none,standard,S04047,60,78,74,,82,62,64,79,76,,76,79,85,,,72,,,balanced,,,61,79,,54,Bahasa,synthetic_v2,Humaniora,Sejarah,Sejarah Peradaban Islam,P0022,field work
numbers/calculation,False,high salary potential|public service,lab-heavy,K13 IPA,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S04048,85,88,87,,92,,74,98,95,,72,,84,85,,88,,,several strong subjects,,,90,88,,69,Merdeka,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Manajemen,Manajemen Keuangan,P0202,independent
numbers/calculation,True,public service|helping people,balanced,K13 IPS,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Design|Education|Engineering|Technology,none,standard,S04049,99,84,75,,73,77,83,88,81,75,81,69,79,93,,77,,,balanced,,95,74,72,,84,Merdeka,synthetic_v2,Ilmu Terapan,Arsitektur,Arsitektur Lanskap,P0174,teamwork
numbers/calculation,False,research/innovation|stable career,lab-heavy,Kurikulum Merdeka,apti_dataset_v2,,Software Engineer Backend Developer,engineering|hands_on|tech_software|technology_digital,Engineering|Technology,none,standard,S04050,77,70,68,,70,79,76,,67,93,73,75,76,,,87,,,several strong subjects,,67,71,78,,73,IPS,synthetic_v2,Ilmu Terapan,"Bioteknologi, Biokewirausahaan, Bioinformatika",Bioteknologi,P0441,lab work
balanced,False,stable career|high salary potential,balanced,K13 Bahasa,apti_dataset_v2,Administrasi Bisnis,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S04051,85,76,81,,86,81,78,81,81,68,95,83,88,80,,76,,,several strong subjects,,,91,95,,87,Bahasa,synthetic_v2,Ilmu Terapan,Administrasi Bisnis,Administrasi Bisnis,P0218,lab work
balanced,True,high salary potential|stable career,balanced,Kurikulum Merdeka,apti_dataset_v2,,Software Engineer Backend Developer,engineering|hands_on|tech_software|technology_digital,Design|Education|Engineering|Technology,none,standard,S04052,85,76,72,,90,76,66,,65,61,83,64,74,65,,82,,,balanced,,70,81,62,,89,Merdeka,synthetic_v2,Ilmu Terapan,"Bioteknologi, Biokewirausahaan, Bioinformatika",Bioteknologi Pertanian,P0445,independent
numbers/calculation,False,helping people|high salary potential,lab-heavy,K13 IPA,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S04053,81,82,87,,86,62,83,76,87,70,77,69,85,70,,66,,,several strong subjects,,88,63,64,,83,IPA,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Perikanan,Agrobisnis Perikanan,P0172,teamwork
balanced,True,stable career|research/innovation,theory-heavy,K13 IPA,apti_dataset_v2,,Researcher Writer,communication_media|creative_design|language_culture,Design|Education|Language|Media|Social,none,standard,S04054,80,81,88,,73,90,72,84,82,81,77,67,71,,,80,,,balanced,,93,82,81,,76,Merdeka,synthetic_v2,Humaniora,Seni,Kriya,P0016,lab work
creative/art,True,public service|remote/digital work,balanced,Kurikulum Merdeka,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Business|Engineering|Technology,none,standard,S04055,82,74,64,,81,61,82,90,80,77,89,91,71,72,,91,,,balanced,,70,64,71,,83,Bahasa,synthetic_v2,Ilmu Terapan,Perencanaan Wilayah,Perencanaan Wilayah,P0177,teamwork
social/human,False,remote/digital work|high salary potential,field-heavy,Kurikulum Merdeka,apti_dataset_v2,,Apoteker Clinical Pharmacist,engineering|hands_on|health_lab|health_pharmacy|technology_digital,Engineering|Health|Technology,none,standard,S04056,,78,85,,93,94,86,82,78,,85,72,69,,,75,,,several strong subjects,,75,67,56,,73,Bahasa,synthetic_v2,Ilmu Terapan,Ilmu Farmasi,Farmasi Klinis,P0351,independent
numbers/calculation,False,stable career|research/innovation,theory-heavy,Kurikulum Merdeka,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S04057,90,,83,,84,88,83,100,76,89,69,85,83,98,,80,,,several strong subjects,,82,95,91,,88,IPA,synthetic_v2,Ilmu Terapan,Logistik,Logistik Perdagangan Internasional,P0214,research-focused
balanced,False,high salary potential|public service,balanced,K13 IPS,apti_dataset_v2,Audiologi,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S04058,90,84,65,,94,88,79,80,84,87,72,80,65,80,,81,,,several strong subjects,,,79,89,,88,Bahasa,synthetic_v2,Ilmu Terapan,Kesehatan,Audiologi,P0377,lab work
science/lab,True,research/innovation|remote/digital work,lab-heavy,K13 Bahasa,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Design|Engineering|Technology,none,standard,S04059,71,65,79,,78,73,75,,60,68,74,68,70,84,,83,,,balanced,,59,85,79,,68,IPA,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Perikanan,Budidaya Perairan,P0168,field work
language/writing,False,research/innovation|remote/digital work,lab-heavy,K13 IPS,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,balanced_high,S04060,77,94,83,,,,80,89,75,,,84,73,79,,98,,,several strong subjects,,86,92,100,,76,IPS,synthetic_v2,Ilmu Terapan,"Geografi, Geografi Lingkungan, Sains Informasi Geografi",Geografi,P0449,lab work
creative/art,False,stable career|high salary potential,lab-heavy,K13 IPA,apti_dataset_v2,,Researcher Writer,communication_media|creative_design|language_culture,Design|Language|Media,none,standard,S04061,,65,68,,69,77,76,71,82,,,69,74,58,,72,,,several strong subjects,,86,82,74,,76,Bahasa,synthetic_v2,Humaniora,Linguistik,Bahasa Indonesia,P0025,independent
social/human,False,research/innovation|high salary potential,balanced,K13 IPA,apti_dataset_v2,,Analyst Public Officer,communication_media|education|social_law_public,Media,none,standard,S04062,73,78,79,,66,78,89,71,54,77,72,76,68,,,72,,,several strong subjects,,78,66,70,,74,Bahasa,synthetic_v2,Ilmu Sosial,Pertahanan,Keamanan Nasional,P0080,lab work
creative/art,False,high salary potential|remote/digital work,balanced,Kurikulum Merdeka,apti_dataset_v2,,Data Analyst Quantitative Analyst,data_ai|numbers_logic|technology_digital,Technology,none,standard,S04063,84,,79,,72,91,87,78,71,74,75,,76,79,,76,,,several strong subjects,,77,84,81,,68,IPA,synthetic_v2,Ilmu Formal,Logika,Logika,P0138,teamwork
science/lab,True,research/innovation|remote/digital work,lab-heavy,Kurikulum Merdeka,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Business|Engineering|Social|Technology,none,standard,S04064,83,80,82,,81,89,74,,84,76,84,91,69,92,,80,,,balanced,,87,82,89,,86,Bahasa,synthetic_v2,Ilmu Terapan,Logistik,Logistik Perdagangan Internasional,P0214,lab work
language/writing,False,high salary potential|remote/digital work,lab-heavy,Kurikulum Merdeka,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S04065,79,90,69,,,82,79,76,80,,73,81,88,,,74,,,several strong subjects,,,84,88,,76,IPS,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Komunikasi,Manajemen Komunikasi,P0234,independent
social/human,False,remote/digital work|helping people,practical/project-heavy,K13 Bahasa,apti_dataset_v2,,Practitioner Technical Specialist,engineering|hands_on|technology_digital,Engineering|Technology,none,standard,S04066,70,78,66,,78,,85,69,73,76,72,78,83,68,,55,,,several strong subjects,,66,73,64,,74,IPS,synthetic_v2,Ilmu Terapan,Administrasi Bisnis,Administrasi Asuransi dan Aktuaria,P0220,independent
social/human,True,helping people|research/innovation,field-heavy,K13 Bahasa,apti_dataset_v2,,Ahli Gizi Nutritionist,engineering|hands_on|health_nutrition|helping_people|technology_digital,Education|Engineering|Technology,none,balanced_high,S04067,93,73,93,,91,,88,84,86,88,92,86,85,,,89,,,balanced,,78,92,90,,96,IPS,synthetic_v2,Ilmu Terapan,Ilmu atau Sains Gizi,Gizi Klinik,P0357,research-focused
creative/art,True,stable career|research/innovation,theory-heavy,K13 IPS,apti_dataset_v2,,Designer Creative Director,creative_design|engineering|hands_on|technology_digital|visual_design,Business|Design|Engineering|Technology,none,focused_average,S04068,74,62,100,,,75,85,78,71,84,69,69,64,80,,84,,,balanced,,,84,84,,80,IPS,synthetic_v2,Ilmu Terapan,Desain,Tata Busana,P0189,independent
